resMealType_en,resMealType,resDistinction_en,resDistinction,resOpinion_en,resOpinion
Naengmyeon,냉면,Bib Gourmand,빕 구르망,Famed for its authentic Pyeongyang cold buckwheat noodles and grilled spareribs Bongpiyang is operated by the local Byeokje Galbi barbecue restaurant franchise. These legendary noodles with a high buckwheat content are served in a flavorful chilled beef broth topped with slices of beef and fermented cabbage greens. Although cold buckwheat noodles are typically regarded as a seasonal dish enjoyed in the warmer months this restaurant is busy all year round.,벽제갈비에서 운영하는 봉피양의 본점으로 평양냉면과 돼지갈비가 유명한 곳이다. 하지만 봉피양의 명물은 뭐니 뭐니 해도 평양냉면이다. 무엇보다 진한 냉면 육수의 깊은 육 향과 은은한 향이 매력적인 순도 높은 메밀 면의 조화가 훌륭하다. 봉피양의 평양냉면이 지금의 명성을 얻기까지는 김태원 조리장의 숙련된 경험과 벽제갈비의 오랜 연구 및 노력이 있었다. 냉면의 특성상 계절을 타는 메뉴이기는 하나 늘 문전성시를 이루는 곳이라 식사 시간엔 기다려야 할 수도 있다.
Yukhoe,육회,Bib Gourmand,빕 구르망,Occupying a corner of the well-established raw beef alley of Gwangjang Market Buchon Yukhoe has been in business since 1965 originally started as Buchon Sikdang selling short rib soup. The founding matriarch’s original Jeollado Province-style raw beef seasoned with red chili paste gave way to the more popular Seoul-style in the 1980s seasoned with sesame oil and eaten with matchstick pears. Try the raw beef bibimbap for a more substantial meal. Locally sourced beef is delivered to the restaurant each morning.,국내 최초 사설 시장인 광장시장의 육회 골목 한편에 자리 잡고 있는 부촌육회. 1965년에 부촌 식당으로 개업한 이곳은 1980년대부터 갈비탕과 함께 전라도식 육회를 조금씩 선보이기 시작했다. 고추장 양념에 버무리는 전라도식 육회를 참기름과 배를 넣은 서울식 육회로 바꾼 이유는 손님들의 입맛에 맞추기 위해서다. 매일 아침 공급받는 신선한 국내산 쇠고기를 사용해 고소한 맛이 일품이다. 이곳에선 육회뿐만 아니라 육회 물회 육회 비빔밥 같은 메뉴도 선보여 한 끼 식사로 즐기기에도 더할 나위 없다. 광장시장의 활기찬 분위기는 덤이다.
Chinese,중식,Bib Gourmand,빕 구르망,Sandong Gyojakwan is helmed by Chinese-Korean Chef Dan Byeong-ho who learned the art of dumpling making from his parents at the tender age of ten. His restaurant specializes in Chinese-style dumplings prepared from scratch daily from the wrappers to the filling. Boiled and steamed dumplings each offer a different texture due to the difference in the thickness of the skin. Other items on the menu include Korean-Chinese staples like five-spice pork salad XO shrimp and stir-fried assorted delicacies. Seating is limited to four tables.,화교 출신의 단병호 셰프가 운영하는 산동 교자관은 압구정동에 위치한 중국식 수제 만두 전문점이다. 열 살 때부터 부모님께 만두 비법을 전수받았다는 단 셰프는 매일 직접 반죽해 만든 피로 정성껏 만두를 빚는다. 물만두와 찐만두의 경우 피 두께에서 차이가 나는데 이는 식감에 차별화를 두기 위해서라고 한다. 이곳에서 선보이는 물만두가 들어간 사천 훈둔탕은 간결하면서도 깊은 맛을 자랑하며 오향장육과 XO 새우 전가복 같은 요리도 맛볼 수 있다. 테이블 4개가 전부인 이곳의 식사 메뉴는 점심시간에만 주문이 가능하다.
Sujebi,수제비,Bib Gourmand,빕 구르망,This local haunt has been an integral part of Samcheong-dong’s history since 1982. The signature dish here is sujebi — rustic hand-pulled dough soup served in a savory anchovy broth. The restaurant is also known for its potato pancakes made with grated potatoes that are pan-fried until crispy on the outside and pleasantly chewy on the inside. Avoid the lunch rush if you don’t want to stand in line but be warned — the restaurant is always busy.,삼청동의 역사와 떼려야 뗄 수 없는 삼청동 수제비는 1982년 영업 개시 이래 한자리를 꾸준히 지켜오고 있다. 이곳은 동네 만년 단골손님은 물론 입소문을 듣고 찾아오는 손님들 덕에 늘 문전성시를 이룬다. 이곳의 대표 메뉴인 잡내 없는 깔끔한 멸치 육수에 띄운 얇게 떼어낸 수제비는 부드러운 맛을 자랑하며 100% 감자만을 이용해 만든 쫄깃한 감자전 또한 또 다른 인기 메뉴다. 줄 서서 기다리기 싫다면 가장 붐비는 정오부터 오후 2시 사이는 피하는 것이 좋지만 그래도 언제나 늘 만원이다.
Barbecue,바비큐,Bib Gourmand,빕 구르망,Located on Embassy Row in Hannam-dong Semegae is a bustling establishment that specializes in chicken grilled over oak charcoal. The restaurant’s signature cut is the boneless chicken neck — the muscle that wraps around the neck and runs all the way down to the spine. The carefully filleted meat is served partially grilled and comes in three different versions: lightly salted marinated in soy sauce or marinated in spicy sauce. Grab a soft tortilla and pile on the grilled chicken and vegetable side dishes.,한남동 대사관로 오르막길에 위치한 세미계는 참숯 닭갈비 구이 전문점으로 초벌구이해서 내오는 부들부들한 닭갈비와 고소한 치즈 뚝배기가 맛있는 곳이다. 또한 닭의 특수 부위도 다양하게 맛볼 수 있는데 이곳의 베스트셀러는 닭 목살이다. 흔히 떠올리는 뼈만 앙상한 닭의 목이 아닌 목부터 등까지 발골한 살코기로 만들어 쫄깃한 식감을 자랑한다. 푸짐하고 맛깔스러운 반찬을 닭 살과 함께 토르티야에 싸 먹는 재미도 쏠쏠하다.
Thai,타이,Bib Gourmand,빕 구르망,Thai cuisine meets natural wine at this new location of Soi Mao. The word mao is Thai for inebriated a nod to the restaurants focus on natural wine. The first floor offers a simplified menu while the second floor offers a more extensive list of dishes intended to be enjoyed with wine. Bestsellers include the sweet and spicy grilled pork shoulder crispy Thai spring rolls and tom yum noodles. The supremely aromatic and pungent nature of Thai cuisine and the flavor carnival of natural wines prove to be surprisingly complementary.,소이연남마오는 태국 음식 전문점 소이연남에서 운영하는 또 다른 음식점이다. 취하다를 뜻하는 태국어 마오를 붙여 내추럴 와인을 즐길 수 있는 차별화된 공간이라는 점을 부각시켰다. 1층에서는 면과 쌀 요리 등 간단한 식사 주문이 가능하고 2층에서는 와인과 함께 곁들일 수 있는 다양한 요리를 만날 수 있다. 태국 특유의 강렬한 맛과 향이 와인과 잘 어울릴까 의구심이 들 수도 있겠지만 감칠맛과 산미가 두드러지는 내추럴 와인은 개성 강한 태국 음식과 좋은 궁합을 이룬다. 숯불의 풍미가 매력적인 부드러운 닭꼬치 매콤달콤 항정살 구이 속을 알차게 채워 바삭하게 튀겨 낸 태국식 춘권 뽀삐아 똠얌 누들 등이 인기 메뉴다.
Soba,소바,Bib Gourmand,빕 구르망,Chef Kang Yeong-cheol has for long studied and developed the soba-making craft with the sole aspiration to serve the same outstanding soba as can be tasted in the birthplace of the dish The chef spent many years in Japan where he became enamored with the pure taste of soba; and it is this love that propelled him on his culinary journey. In Subaru soba for the day’s meals are freshly made in the traditional way. He sticks to the classic ni-hachi-style version which consists of two parts wheat and eight parts buckwheat. The signature dishes include zaru soba which boasts a clean and pure taste; soba with umami-rich duck meat and green onion; as well as soba with perilla oil.,소바의 본고장과 다름없는 맛을 구현하여 고객에게 최고의 소바를 제공하겠다.는 철학으로 끊임없는 연구와 개발을 지속해온 강영철 셰프. 오랜 일본 생활에서 경험한 소바의 순수한 맛에 매료되어 지금까지 소바를 위한 한길을 걷고 있다. 강영철 셰프는 별도의 제면실을 두고 전통 방식으로 그날그날 소바 면을 뽑는데 밀과 메밀의 비율을 2:8로 맞춘 니하치 스타일의 소바를 고수한다. 소바의 순수한 맛이 강점인 자루 소바를 비롯해 깊은 감칠맛의 오리 메밀과 들기름 메밀이 스바루에서 가장 인기 있는 대표 메뉴이다.
Memil-guksu,메밀국수,Bib Gourmand,빕 구르망,The not-so-secret secret to the longevity and success of Yangyang Memil Makguksu is that its noodles are made with 100% buckwheat and that they are made to order every time. The proprietor of the restaurant began his business many years ago for one reason only - buckwheat noodles were his favorite food. Although the restaurant specializes in the Gangwon-do Province-style cold buckwheat noodles it also makes a fine bowl of spicy noodles composed with homemade kimchi. The basic spread is simple but it’s rustic food at its best made with love.,100% 순수 메밀만을 사용하고 주문을 받은 후에 제면 작업을 시작하는 것을 원칙으로 하는 것이 양양 메밀 막국수의 비결이라면 비결이다. 십 수년간 메밀 막국수 식당을 운영해온 이유도 대표 자신이 막국수를 너무 좋아해서라고. 메밀 막국수가 대표 메뉴지만 직접 담근 김치를 이용한 김치 비빔국수 또한 이곳의 별미다. 기본 상차림은 단출하지만 정성이 가득하고 무엇보다 주력 메뉴인 막국수 맛이 변함없이 훌륭하다. 11월 김장철에는 열흘간 영업을 하지 않으니 참고하기 바란다.
Thai,타이,Bib Gourmand,빕 구르망,Thai cuisine devotees rejoice as this restaurant is as close as it gets to the real deal in Seoul. The Thai-owned establishment is run by three Thai chefs who serve up a miscellany of authentic Thai fare from various regions of their native Thailand. The signature dishes include Poo Nim Pad Pong Karee stir-fried softshell crab in a creamy yellow curry sauce,이태원로 대로변 건물 3층에 위치한 어메이징 타이는 태국인 오너와 태국 출신 셰프 세 명이 정통 태국 음식의 진수를 선보이는 곳으로 한국에서 쉽게 접할 수 없는 태국의 다양한 향토 요리를 맛볼 수 있다. 크리미한 옐로우 커리 게 요리 뿌님 팟 퐁가리 세계 3대 수프로 꼽히는 똠양꿍 통후추가 듬뿍 들어간 매콤한 게 요리 뿌님 팟 프릭 타이 담 코코넛 밀크와 닭고기 새우 등이 들어간 똠 얌 수프 같은 이곳의 대표 메뉴를 통해 강렬한 맛과 향이 조화롭게 어우러지는 태국 현지의 맛을 경험할 수 있다.
Bulgogi,불고기,Bib Gourmand,빕 구르망,Three generations spanning five decades have kept this restaurant in business since its opening in 1962. At the time their iconic crispy thin-sliced bulgogi grilled over open flames was all that was offered on the menu. The dish became so popular that the name bassak bulgogi was patented. Today the restaurant stands four stories high still serving the same dish that has fed generations. Their coagulated beef blood soup with a clear broth is another stunner.,1962년에 역전식당으로 시작해 90년대에 역전회관으로 상호를 변경한 50년 전통의 한식 레스토랑. 이곳의 명물은 국물 없이 바삭하게 즐기는 바싹 불고기로 메뉴명을 특허청에 등록한 바싹 불고기의 원조라 할 수 있다. 활활 타오르는 센 불에 구웠지만 촉촉한 육즙과 부드러운 식감이 그대로 살아 있는 고기에 달지 않은 양념 맛이 일품으로 보통 맛과 매운맛 중 선택이 가능하다. 이곳은 4층 건물 전체를 사용하므로 넓은 공간에서 편안한 식사를 즐길 수 있지만 그래도 저녁 시간에는 예약하고 올 것을 추천한다.
Ramen,라멘,Bib Gourmand,빕 구르망,Foreign foods are not always embraced by local diners. In fact authenticity is often shunned by many due to its sheer foreignness.  But for chef Shin Dong-woo years of experience in the ramen business has led him to success and he did it by introducing the authentic flavors of Japanese ramen to local consumers. The restaurant’s tori paitan ramen with its rich velvety-smooth chicken stock and the shoyu ramen clean yet deeply flavorful are good examples of Shin’s ramen know-how. The fresh noodles and stocks are prepared in the kitchen daily.,국내에서 외국 음식의 대중화는 곧 현지화의 성공을 의미한다. 진입 장벽이 낮은 대중음식의 경우 더욱더 그러하다. 신동우 셰프는 오랜 시간에 걸쳐 축적한 라멘 비즈니스 노하우로 정통성과 대중성이라는 두 마리 토끼를 모두 잡았다. 진한 닭 육수가 매력적인 토리파이탄과 깔끔하면서도 깊은 맛을 자랑하는 쇼유 라멘에서 그가 추구하는 색깔이 뚜렷이 드러난다. 신 셰프는 라멘의 생명인 육수와 면을 매일매일 만들어내며 끊임없는 테스팅으로 품질 유지에 심혈을 기울인다. 스스로에게 떳떳한 라멘을 만들고 싶다는 그의 말에서 자부심이 엿보인다.
Naengmyeon,냉면,Bib Gourmand,빕 구르망,This family-owned establishment has been in business since 1953 serving their specialty Hamheung cold buckwheat noodles. They are typically made from potato starch which gives the extra thin noodles their distinct chewy texture unlike the thicker and less springy Pyeongyang cold buckwheat noodles. The signature dish to try here is spicy buckwheat noodles served with a sweet and spicy sauce cold beef slices and a halved boiled egg.,최근 몇 년 동안 각광받고 있는 평양냉면과는 또 다른 매력으로 사랑받아온 함흥식 냉면 전문점. 2015년 11월에 재단장을 마친 오장동 함흥냉면은 1953년 개업한 이래로 지금까지 한자리를 꾸준히 지켜온 오랜 역사를 지닌 가족 경영 음식점이다. 이곳의 간판 메뉴는 함흥식 냉면의 특징을 제대로 살린 매콤함에 감칠맛까지 더한 이 집의 특제 양념으로 조리한 비빔냉면이다. 오랫동안 냉면 애호가들의 사랑을 받아온 소박하지만 정성이 가득 담긴 함흥냉면을 즐기기에 제격인 곳이다.
Dwaeji-gukbap,돼지국밥,Bib Gourmand,빕 구르망,With his take on dwaeji-gukbap Chef Ok Dong-sik has managed to singlehandedly change any preconceptions the local diners previously had about the hearty pork and rice soup dish Koreans hold near and dear to their hearts. Think bacon-thin slices of silky tender pork meat piled on a bed of rice all submerged in his trademark consommé-like clear broth. The extra large portion comes with double the amount of meat. The space is limited and only 100 bowls of gukbap are sold daily so get here early.,돼지국밥에 대한 선입견을 완전히 뒤엎어버린 옥동식. 이곳의 돼지국밥 또는 돼지 곰탕은 지리산 버크셔 K 흑돼지의 앞다리와 뒷다리 살만을 고아 육수가 유난히 맑은 것이 특징이다. 한소끔 김을 뺀 밥과 80%만 익혀 얇게 썬 고기를 방짜유기에 담은 후 뜨거운 육수를 부으면 고기는 마저 익고 육수는 더 깊게 우러나 담백하면서도 진한 감칠맛을 낸다. 특곰탕은 고기 양이 두 배다. 10석밖에 없는 작은 공간에 1일 100그릇만 한정 판매하고 있으니 방문을 서두르기 바란다.
Chueotang,추어탕,Bib Gourmand,빕 구르망,Since 1932 Yonggeumok has been offering piping hot bowls of loach soup a popular local dish believed to boost energy especially during the summer months. This restaurant serves two different versions of the hearty and comforting soup: the chunkier Seoul style with whole loach and the smoother Jeolla province style with ground loach. Everything on the menu as well as the complimentary side dishes are prepared daily by the longtime owner and chef Han Jeong-ja.,1932년에 영업을 개시한 오랜 전통의 추어탕 전문점 용금옥. 종로구에 위치한 한정자 대표의 용금옥은 중구의 용금옥과 한 뿌리를 두고 있으나 현재는 각자의 길을 걷고 있다. 한국의 대표적 보양식인 추어탕을 사시사철 제공하는 이곳에선 서울식 통추어탕과 삶은 미꾸라지를 갈아 넣은 남도식 추어탕을 함께 선보인다. 좋은 재료로 정성껏 준비하는 모든 음식에는 오랜 세월 용금옥을 지켜온 주인장의 애정 어린 손맛이 고스란히 담겨 있다. 계절을 불문하고 많은 이들의 사랑을 받고 있는 따뜻한 추어탕 한 그릇이 아련한 추억을 선사한다.
Naengmyeon,냉면,Bib Gourmand,빕 구르망,Lauded as one of the best Pyeongyang cold buckwheat noodle restaurants in the city Woo Lae Oak has been serving consistently stellar food since 1946. The family-operated establishment is tucked away in the back alleys of Euljiro 4-ga a bustling business hub. The restaurant interior is spacious and spotlessly clean. Indulge in their legendary Pyeongyang cold buckwheat noodles served in broth or in a spicy sauce and their bulgogi grilled tableside.,서울 시내 최고의 평양식 냉면 전문점 중 하나로 손꼽히는 우래옥은 1946년 개업한 이래 꾸준히 전통을 이어오고 있는 유서 깊은 레스토랑이다. 이 집의 대표 메뉴는 전통 평양냉면과 불고기. 오랜 세월에 걸쳐 습득한 노하우와 국내산 재료만을 사용하는 뚝심으로 한결같은 맛을 자랑하는 냉면과 고품질의 한우를 제공한다. 레스토랑 내부가 상당히 넓은 편이라 많은 손님들이 몰리는 바쁜 시간에도 효율적인 좌석 배치가 가능하지만 그럼에도 문 앞엔 항상 긴 줄이 늘어서 있다.
Memil-guksu,메밀국수,Bib Gourmand,빕 구르망,For over 50 years this family-run eatery has been serving bowls of noodles to those seeking comforting nourishment. The fresh buckwheat noodles one of its bestsellers are made from scratch daily using premium salt from Bigeumdo Island in Sinan County and buckwheat flour from Bongpyeong. Topped with seasoned vegetables thin strips of egg garnish and a dollop of sweet and spicy sauce a bowl of these noodles makes for a satisfying meal. Garak-guksu wheat noodles in piping hot broth comes with a generous serving of fishcake.,서소문동에서 50년 이상 영업을 이어온 오랜 역사를 지니고 있는 유림면. 1980년에 지금의 자리로 이전해 3대째 운영하고 있는 가족 경영 식당이다. 이곳에선 신안의 비금도 소금과 봉평 메밀만을 이용해 면을 직접 만드는데 미리 숙성시켜 놓은 면을 주문과 동시에 삶아 낸다. 김민경 대표는 이렇게 숙성 과정을 거친 면은 글루텐 형성이 최소화되어 식감이 훨씬 부드럽고 소화가 잘 된다고 설명한다. 메뉴 중 나물과 지단 그리고 달콤한 양념을 올려 내는 비빔 메밀국수는 든든한 한 끼 식사로 충분하다. 또한 깔끔한 국물이 매력적인 메밀국수와 어묵을 푸짐히 담아 내는 가락국수도 이곳의 인기 메뉴다.
Udon,우동,Bib Gourmand,빕 구르망,Inaniwa Yosuke specializes in authentic handmade Inaniwa-style udon a top three variety in Japan together with Sanuki-style and Mizusawa-style udon. The restaurant is the Seoul branch of the Sato Yosuke chain in Japan. Inaniwa-style udon is the thinner and flatter cousin of the Sanuki-style version ubiquitous to Korea. The texture of the former is soft while being pleasantly chewy with a distinct springiness. The chilled seiro udon served with sesame tsuyu and soy sauce tsuyu is one of the establishment’s timeless bestsellers.,일본의 대표적인 면 요리인 우동. 일본의 3대 우동이라 불리는 사누키 미즈사와 이나니와 우동은 각각 개성이 뚜렷한 면발로 사랑받아왔다. 이나니와 우동은 우리나라에 가장 널리 알려진 통통한 면발의 사누키 우동과는 달리 면이 가늘고 납작하며 식감은 부드럽고 쫄깃한 동시에 기분 좋은 탄력을 자랑한다. 수작업으로 만들어지는 이나니와 요스케 우동은 건면으로 생산하는데 사흘의 작업 기간이 소요된다. 일본 사토 요스케의 서울 분점으로 현지의 맛을 그대로 즐길 수 있으며 그중 참깨 쯔유와 간장 쯔유를 곁들여 먹는 차가운 세이로 우동의 인기가 높다. 저녁엔 좀 더 다양한 요리와 함께 사케를 즐길 수 있다.
Seolleongtang,설렁탕,Bib Gourmand,빕 구르망,Still going strong after more than 100 years of being in business Imun Seolnongtang was the first eatery in Korea to officially register for a restaurant license when it opened in 1904. To this day it honors the tradition of boiling ox bones for 17 hours until the broth turns rich and opaque. Other cuts of beef are later added to the intensely flavorful broth served with a generous portion of sliced beef and soft wheat noodles.,1900년대 초 한국의 첫 음식점으로 공식 기재된 종로구 견지동의 이문설농탕. 100여 년이 넘는 역사를 자랑하는 이곳은 오래전 최초로 개업했을 당시 사용했던 설농탕이라는 이름을 지금까지 고수하고 있다. 큰 무쇠솥에 17시간 동안 사골을 고아 기름을 말끔히 제거한 후 남은 뽀얗고 맑은 국물 맛이 이 집의 자존심이라 할 수 있다. 전성근 대표는 좋은 재료로 대중음식점에 걸맞은 단순하지만 맛있는 음식을 제공하는 것이 목표라고 말한다. 원하는 고기 양에 따라 보통 혹은 특을 선택할 수 있다.
Korean,한식,Bib Gourmand,빕 구르망,Ilhochic — whose goal from day one has been to serve great-tasting food that is also healthful and aesthetically pleasing — is located in Sounds Hannam a cultural complex on Embassy Row in Hannam-dong. Although the space is smaller than its previous location the food it serves is as substantial as ever and is chock-full of high-quality seasonal produce. Lunch offerings consist of set menus while dinner options include both set menus and à la carte choices to accompany drinks. A great option for those seeking a tasty nutritious meal made with care.,좋은 맛뿐만 아니라 건강에도 유익하고 보기에도 좋다는 의미를 담고 있는 일호식. 복합 문화공간 사운즈 한남에 터를 잡은 일호식은 예전에 비해 공간은 작아졌지만 제공하는 음식은 여전히 알차고 건강하다. 점심 메뉴가 정식 위주로 구성되어 있다면 저녁 메뉴에는 술과 함께 곁들일 수 있는 한상 차림과 안주가 준비되어있다. 위에 부담을 주지 않는 깔끔한 한 끼 식사를 원한다면 일호식을 추천한다.
Kalguksu,칼국수,Bib Gourmand,빕 구르망,Since 1988 this restaurant has been proving that a humble bowl of noodle soup can be truly memorable when done right. The pleasant texture of their hand-cut noodles prepared daily from scratch and immensely comforting broth served piping hot and packed with flavor from the clams in all their naturally sweet glory are stellar. Other favorites include Pyeongyang jumbo sized dumplings and noodles in cold soybean soup. Simple but warm service.,1988년에 문을 열어 30년 이상의 긴 역사를 자랑하는 임병주 산동 칼국수. 몇 달간의 공사를 거쳐 3층의 현대식 건물로 외양을 바꾸고 돌아왔다. 매일 신선한 재료로 직접 만들어내는 수제 칼국수를 찾는 사람들은 여전하다. 기분 좋은 쫄깃한 식감과 푸짐하게 들어간 조개에서 우러나온 시원한 국물 맛이 일품이다. 더불어 평양식 왕만두 고소한 콩국수 물고추를 갈아 만든 겉절이까지 여전히 맛있는 음식을 즐길 수 있다.
Mandu,만두,Bib Gourmand,빕 구르망,For over two decades this restaurant has been attracting diners with a rustic dumpling recipe passed down from the owner’s mother and her grandmother. Although humble by nature dumpling dishes are always elegantly presented. Their signature dish is mandutguk: plump pork bean curd and vegetable dumplings nestled in a delicate beef broth seasoned with homemade soy sauce. The main dining room offers a spectacular view of nearby Inwangsan Mountain.,할머니와 어머니의 요리 솜씨를 이어받은 박혜경 대표의 자하 손만두. 1993년부터 부암동을 지켜온 만두 전문점으로 박 대표가 살던 집을 개조해 만든 레스토랑이다. 이 집 만둣국의 특징은 일체의 조미료를 배제하고 직접 담근 조선간장으로 맛을 낸 삼삼한 국물에 있다. 국내산 밀가루로 만든 쫄깃한 만두피도 빼놓을 수 없다. 정성껏 준비한 건강한 음식을 푸짐하게 대접하고자 하는 자하 손만두의 소신이 느껴지는 대목이다. 한편 단아한 내부와 인왕산의 절경이 한눈에 들어오는 훌륭한 조망도 이 집의 매력을 한층 높여준다.
Noodles,국수,Bib Gourmand,빕 구르망,A combination of Chinese characters for heart meat noodles and restaurant make up the four-syllable name Jeongyukmyeonche. The cozy space which only offers bar seating facing the open kitchen is the brainchild of a group of friends who wanted to launch an eatery that focuses on a wide array of noodle dishes. Although Chinese and Southeast Asian flavors dominate the menu at present the owners say the plan is to eventually introduce noodle dishes from other cultures as well. Signature dishes include beef noodle soup and noodles dressed with zhi ma jiang a savory paste made with crushed sesame seeds.,정육면체(情肉麵體)는 각각 마음과 고기 국수 식당을 뜻하는 한자를 조합해 만든 이름이다. 오로지 다양한 면 요리를 선보이고 싶어 친구들끼리 의기투합하여 만든 작은 공간이다. 사골과 소고기를 장시간 고아 만든 육수가 베이스인 우육면 땅콩과 깨를 갈아 넣은 고소한 즈마장을 곁들인 깨부수면이 이곳의 간판 메뉴다. 현재는 동남아식 면 요리와 중식 위주의 메뉴를 제공하고 있지만 점차 다른 문화권의 면 요리도 선보일 예정이라고 한다. 식당에서 직접 뽑은 생면의 쫄깃한 식감이 돋보이는 재기 발랄한 면 요리를 즐길 수 있는 곳이다. 전 좌석이 오픈형 주방을 에워싸고 있는 카운터석이다.
Naengmyeon,냉면,Bib Gourmand,빕 구르망,When a restaurant continues to attract large crowds of hungry diners then it is doing something right. The proprietor of Jungin Myeonok has had just one goal since day one — to continue the legacy of his parents for as long as he can using only the best ingredients. The establishment’s legendary Pyeongyang cold buckwheat noodles are based on a tightly guarded family recipe handed down to him by his parents who both hail from North Korea. The room gets packed quickly during lunch service especially during the warmer months.,좋은 품질의 식재료와 변함없는 맛에 대한 정인면옥 대표의 고집이 냉면 한 그릇에 고스란히 담겨 있다. 북한 출신 부모님의 존함에서 한 자씩 따온 식당 이름도 전통을 계승하고자 하는 그의 의지의 반영이다. 2014년 서울 여의도로 이전 오픈한 이곳은 현재 광명시에 있는 정인면옥과는 별개로 운영되고 있다. 직장인들이 많은 여의도에 위치한 까닭에 점심시간에는 어느 정도 대기 시간을 감안해야 한다. 아롱사태 수육 암퇘지 편육과 접시 만두는 반 접시만도 주문이 가능하다.
Naengmyeon,냉면,Bib Gourmand,빕 구르망,According to owner and chef Yim Se-kwon 20 years of experience in the kitchens of one of the most iconic Pyeongyang cold buckwheat noodle restaurants is the secret to the success of this place. The menu here is what you would expect to see in a typical cold buckwheat noodle restaurant. Other than the noodles it offers staples such as boiled pork and beef slices bulgogi dumplings and Pyeongyang-style beef hot pot.,유명 평양냉면 식당에서 쌓은 20년의 경험과 노력의 결과물이 바로 진미 평양냉면이라 말하는 임세권 셰프. 고객이 만족할 만큼 맛있는 냉면을 만드는 것이 그의 첫 번째 목표이고 언제 찾아도 한결같은 맛을 즐길 수 있게 일관성을 유지하는 것이 두 번째 목표라고 한다. 다른 어떠한 요소 없이 오직 맛으로만 승부하고 싶다는 그의 마음가짐에서 20년 냉면 장인의 고집스러움이 느껴진다. 냉면 외에도 편육 제육 불고기 같은 냉면집 단골 메뉴를 비롯해 접시 만두와 어복쟁반 온면도 맛볼 수 있다.
Chinese,중식,Bib Gourmand,빕 구르망,For over 40 years Chef Wang Yuk-sung has been committed to popularizing Chinese cuisine in Korea. Unlike most generic Korean-style Chinese restaurants ubiquitous to Seoul Chef Wang offers a limited menu of just ten dishes to ensure that the quality of the food he serves is consistently high. Some of the most requested dishes include shrimp toast stir-fried crab meat with egg white mapo tofu and stir-fried beef with gai lan. There are other locations of Jin Jin in Seoul.,중식의 대중화를 위해 40년 동안 힘써온 왕육성 셰프의 차이니즈 레스토랑. 방대한 메뉴가 일반적인 중식당의 패러다임에서 벗어나 10 가지의 단출한 메뉴를 선보이는 이유는 맛과 품질을 일관되게 유지하기 위해서라고 한다. 고품격 요리를 합리적인 가격에 맛볼 수 있는 진진의 대표 메뉴로는 멘보샤 대게살 볶음 마파 두부 카이란 소고기 볶음 등을 꼽을 수 있다. 현재 서교동 본점 외에 여러 곳의 분점을 운영하고 있다.
Barbecue,바비큐,Bib Gourmand,빕 구르망,Webfoot octopus is a beloved spring delicacy but this restaurant has been serving them all year round since 1976. Here it is served marinated in a bright red sauce that is mildly sweet and spicy. Grilled over charcoal the slightly charred morsels of octopus have a delightfully smoky flavor. The popular mixed platter comes with an order of webfoot octopus and fan mussels. Lively atmosphere.,어린 시절 한정식 레스토랑을 운영하셨던 어머니의 영향으로 식당을 운영하게 되었다는 현 대표가 1976년에 문을 연 충무로 쭈꾸미 불고기. 이곳은 숯불에 구운 주꾸미 불고기 메뉴로 40년 동안 외길을 걸어온 충무로의 명물로 한 끼 식사 또는 안주로 여전히 많은 이들의 사랑을 받고 있다. 이 집의 특제 주꾸미 양념은 마력의 소스라 불릴 만큼 감칠맛이 있고 또 맛있게 맵다. 주꾸미와 키조개 관자를 함께 내오는 모둠도 이곳의 인기 메뉴다. 식사의 마무리로는 매콤한 쭈꾸미 야채 볶음밥을 추천한다.
Thai,타이,Bib Gourmand,빕 구르망,Authenticity is the name of the game at Tuk Tuk Noodle Thai a collaborative effort between a local Korean owner and a native Thai chef to bring the real flavors of Thailand to Korea. The components that make up a typically Thai meal — the colors textures scents flavors and the ambience — are present from start to end. If you want to feel the authentic taste and aroma of Thailand try Thai sausages or spicy and sour larb moo – stir-fried minced pork. While you are tasting the dishes the joy of your daily life will increase by a span.,현지에서 경험할 수 있는 정통의 맛을 국내에서도 즐길 수 있다는 것은 참으로 반가운 일이다. 임동혁 사장과 태국인 셰프가 의기투합해 오픈한 툭툭 누들 타이는 바로 이러한 취지로 탄생한 태국 음식 전문점이다. 이곳에선 레몬 그라스와 고수 라임과 코코넛 밀크 등 태국 음식에서 빠질 수 없는 재료를 이용해 특유의 시큼 달달한 맛의 음식을 선보인다. 셰프의 넉넉한 인심과 태국 현지의 분위기를 느낄 수 있어 더욱 매력적인 이곳에서 파란색 툭툭(Tuk Tuk)과 함께 이국의 정취를 느껴보길 바란다.
